,Year,Country Code,Country Name,Region,Income Group,Lending Type,MS.MIL.MPRT.KD,MS.MIL.XPND.CD,MS.MIL.XPND.GD.ZS
2078,2019,POL,Poland,Europe & Central Asia,High income,IBRD,325000000,11786153846,1.975746349
2079,2019,PRT,Portugal,Europe & Central Asia,High income,Not classified,43000000,4277877295,1.835769729
2080,2019,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,2000000,375779511.4,0.968225096
2083,2019,ROU,Romania,Europe & Central Asia,High income,IBRD,13000000,4613040397,1.842511893
2085,2019,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,1000000,124073352.6,1.239645168
2086,2019,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified,3419000000,61952000000,7.812684846
2087,2019,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA,18000000,722256177.4,1.644621089
2088,2019,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,42000000,356820796,1.51347929
2089,2019,SGP,Singapore,East Asia & Pacific,High income,Not classified,636000000,10662445015,2.86534683
2092,2019,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD,6000000,317200000,1.173830536
2094,2019,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,157000000,1143779270,2.216105686
2096,2019,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,36000000,1802507837,1.715226084
2098,2019,SWE,Sweden,Europe & Central Asia,High income,Not classified,7000000,5839555791,1.098943094
2101,2019,TCD,Chad,Sub-Saharan Africa ,Low income,IDA,1000000,234709655,2.187152986
2102,2019,TGO,Togo,Sub-Saharan Africa ,Low income,IDA,1000000,170566832.4,3.146217077
2103,2019,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,295000000,7286122371,1.352707836
2104,2019,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,4000000,84290061.92,1.038329778
2108,2019,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,15000000,1000922131,2.564559332
2109,2019,TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,754000000,20603378497,2.710273547
2112,2019,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,36000000,647606606.9,1.769798079
2113,2019,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD,26000000,5419138048,3.522485271
2114,2019,URY,Uruguay,Latin America & Caribbean ,High income,IBRD,1000000,1154916149,2.059819
2115,2019,USA,United States,North America,High income,Not classified,866000000,7.34344E+11,3.427080181
2121,2019,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA,38000000,292072462.6,1.219374502
2123,2020,AFG,Afghanistan,South Asia,Low income,IDA,227000000,279576954.9,1.369684411
2124,2020,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,42000000,993594404.6,1.615852036
2127,2020,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,7000000,2907185374,0.761486737
2129,2020,AUS,Australia,East Asia & Pacific,High income,Not classified,1658000000,27536235375,2.063042777
2130,2020,AUT,Austria,Europe & Central Asia,High income,Not classified,13000000,3601618603,0.836613874
2131,2020,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,29000000,2237764706,5.390494994
2133,2020,BEL,Belgium,Europe & Central Asia,High income,Not classified,86000000,5461187735,1.080842257
2134,2020,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA,1000000,71817818.48,0.470634917
2135,2020,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,0,382464677.4,2.733953813
2136,2020,BGD,Bangladesh,South Asia,Lower middle income,IDA,46000000,4558171468,1.301862862
2137,2020,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD,44000000,1247231612,1.82470414
2138,2020,BHR,Bahrain,Middle East & North Africa,High income,Not classified,15000000,1404787234,4.074397375
2139,2020,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,1000000,167521865.9,0.875244991
2140,2020,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,13000000,844512940.9,1.25428103
2142,2020,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,26000000,608968415,1.57351874
2143,2020,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,158000000,19736347759,1.439168226
2145,2020,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,88000000,545756780.4,3.502285859
2146,2020,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,1000000,41303630.08,1.872148627
2147,2020,CAN,Canada,North America,High income,Not classified,207000000,22754847129,1.415055841
2148,2020,CHE,Switzerland,Europe & Central Asia,High income,Not classified,10000000,5701810437,0.778520639
2149,2020,CHL,Chile,Latin America & Caribbean ,High income,IBRD,293000000,4600739697,1.853907407
2150,2020,CHN,China,East Asia & Pacific,Upper middle income,IBRD,811000000,2.52304E+11,1.749795773
2151,2020,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA,7000000,607155890,1.328239978
2153,2020,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA,6000000,362091615.5,0.749453965
2155,2020,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,77000000,9216420436,3.375763519
2158,2020,CYP,Cyprus,Europe & Central Asia,High income,Not classified,29000000,418784908.2,1.778940478
2160,2020,DEU,Germany,Europe & Central Asia,High income,Not classified,33000000,52764761199,1.399730368
2161,2020,DNK,Denmark,Europe & Central Asia,High income,Not classified,65000000,4953363914,1.442268139
2163,2020,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD,549000000,9708277440,6.659993727
2164,2020,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,23000000,2243500000,2.410351528
2165,2020,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD,1311000000,4505374644,1.224172373
2166,2020,ESP,Spain,Europe & Central Asia,High income,Not classified,57000000,17431779323,1.402053417
2167,2020,EST,Estonia,Europe & Central Asia,High income,Not classified,15000000,701014476.2,2.307487386
2169,2020,FIN,Finland,Europe & Central Asia,High income,Not classified,45000000,4087541320,1.530450942
2170,2020,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,7000000,73510781.83,1.75011439
2171,2020,FRA,France,Europe & Central Asia,High income,Not classified,145000000,52747064858,2.073321427
2173,2020,GBR,United Kingdom,Europe & Central Asia,High income,Not classified,764000000,59238462250,2.246546679
2179,2020,GRC,Greece,Europe & Central Asia,High income,Not classified,85000000,5301379232,2.795563146
2182,2020,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,0,402659082.6,1.659938269
2185,2020,HUN,Hungary,Europe & Central Asia,High income,Not classified,67000000,2409532347,1.614313257
2186,2020,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD,270000000,9395529531,0.860574024
2187,2020,IND,India,South Asia,Lower middle income,IBRD,2799000000,72887446604,2.8826704
2188,2020,IRL,Ireland,Europe & Central Asia,High income,Not classified,11000000,1144420381,0.2874877
2189,2020,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD,2000000,15825143121,2.161792177
2190,2020,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD,1000000,7015558808,4.054752512
2192,2020,ISR,Israel,Middle East & North Africa,High income,Not classified,474000000,21704453488,5.624526933
2193,2020,ITA,Italy,Europe & Central Asia,High income,Not classified,131000000,28921342756,1.567524891
2194,2020,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,15000000,244432800.5,1.73506094
2195,2020,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD,148000000,2077042254,4.962536061
2196,2020,JPN,Japan,East Asia & Pacific,High income,Not classified,724000000,49148557003,0.996825439
2197,2020,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,268000000,1732917214,1.054852453
2198,2020,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,60000000,1106217544,1.104839819
2201,2020,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1317000000,45735392596,2.847240547
2202,2020,KWT,Kuwait,Middle East & North Africa,High income,Not classified,67000000,6941042345,6.496067484
2204,2020,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD,39000000,1921393035,3.032645418
2205,2020,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA,0,16937000,1.277930141
2208,2020,LTU,Lithuania,Europe & Central Asia,High income,Not classified,211000000,1170637182,2.121434369
2209,2020,LUX,Luxembourg,Europe & Central Asia,High income,Not classified,85000000,489530773.6,0.756798
2210,2020,LVA,Latvia,Europe & Central Asia,High income,Not classified,5000000,756867662.1,2.300046109
2211,2020,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD,7000000,4830956394,4.281028881
2213,2020,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,1000000,87357752.07,0.738679822
2215,2020,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,257000000,6116376582,0.57365166
2217,2020,MLI,Mali,Sub-Saharan Africa ,Low income,IDA,31000000,593365423,3.325340131
2219,2020,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,148000000,2445821782,2.892609959
2220,2020,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,2000000,102090505,2.053450499
2226,2020,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,55000000,3807710614,1.136284199
2228,2020,NER,Niger,Sub-Saharan Africa ,Low income,IDA,3000000,239545067.5,2.44726902
2229,2020,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,125000000,2567917819,0.627907835
2231,2020,NLD,Netherlands,Europe & Central Asia,High income,Not classified,610000000,12578365439,1.42324474
2232,2020,NOR,Norway,Europe & Central Asia,High income,Not classified,450000000,7112538486,1.936619898
2234,2020,NZL,New Zealand,East Asia & Pacific,High income,Not classified,129000000,3011388709,1.542552516
2235,2020,OMN,Oman,Middle East & North Africa,High income,Not classified,85000000,6729518856,10.87089296
2236,2020,PAK,Pakistan,South Asia,Lower middle income,Blend,759000000,10376381621,4.024714006
2238,2020,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,19000000,2633123390,1.340058514
2239,2020,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,349000000,3732673666,1.012423923
2242,2020,POL,Poland,Europe & Central Asia,High income,IBRD,193000000,13026680349,2.217350661
2243,2020,PRT,Portugal,Europe & Central Asia,High income,Not classified,47000000,4639120027,2.140563285
2246,2020,ROU,Romania,Europe & Central Asia,High income,IBRD,187000000,5726844214,2.313707466
2249,2020,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified,2466000000,57519424000,8.447598946
2251,2020,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,22000000,393007454.8,1.6147197
2252,2020,SGP,Singapore,East Asia & Pacific,High income,Not classified,74000000,10855583756,3.201533596
2256,2020,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,133000000,1121211783,2.109334373
2259,2020,SWE,Sweden,Europe & Central Asia,High income,Not classified,3000000,6453627281,1.221397332
2260,2020,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD,2000000,75109758.32,1.836705438
2263,2020,TCD,Chad,Sub-Saharan Africa ,Low income,IDA,2000000,322866526.5,3.078405674
2264,2020,TGO,Togo,Sub-Saharan Africa ,Low income,IDA,1000000,116304933.4,2.014240019
2265,2020,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,132000000,7340188559,1.473849739
2271,2020,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,15000000,1157372367,2.90774447
2272,2020,TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,86000000,17724632066,2.772472019
2274,2020,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,13000000,984759731.7,2.597144665
2275,2020,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD,18000000,5924200880,4.129198321
2276,2020,URY,Uruguay,Latin America & Caribbean ,High income,IBRD,25000000,1163607698,2.321460478
2277,2020,USA,United States,North America,High income,Not classified,687000000,7.78232E+11,3.741160091
2281,2020,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA,1000000,78965006.27,1.060552509
2283,2020,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA,1000000,212142427.4,1.154225462
